Date,Region,Road_Type,Vehicle_Type,Vehicle_Count,Avg_Speed_kmph,Traffic_Density,Weather,Temperature_C,Humidity_%,Air_Quality_Index,Accidents_Reported,Signal_Delay_sec,Peak_Hour,Congestion_Level
03-10-2025,East Zone,Rural,Bike,2261,67,0.65,Sunny,25,67,159,4,124,No,Medium
04-10-2025,South Zone,Highway,Bike,4851,42,0.76,Sunny,40,90,88,4,206,No,High
05-10-2025,East Zone,Urban,Truck,4353,50,0.36,Cloudy,33,82,196,2,273,No,High
06-10-2025,West Zone,Highway,Truck,954,67,0.71,Sunny,23,75,50,5,285,No,Low
07-10-2025,North Zone,Rural,Bike,3499,27,0.64,Rainy,31,70,87,2,52,Yes,High
08-10-2025,East Zone,Rural,Car,2130,76,0.85,Cloudy,39,87,150,1,90,Yes,Medium
09-10-2025,Central Zone,Rural,Bike,4643,20,0.57,Rainy,37,80,179,1,219,Yes,High
10-10-2025,North Zone,Highway,Car,3875,73,0.34,Cloudy,29,88,116,2,242,No,High
11-10-2025,West Zone,Urban,Car,3435,42,0.32,Rainy,28,48,63,2,121,No,Medium
12-10-2025,South Zone,Rural,Bike,3741,68,0.52,Foggy,36,42,103,3,258,No,High
13-10-2025,Central Zone,Highway,Bike,1987,43,0.7,Sunny,20,49,61,1,199,Yes,Medium
14-10-2025,West Zone,Highway,Car,3231,29,0.46,Sunny,20,49,131,5,118,No,High
15-10-2025,Central Zone,Rural,Truck,3763,46,0.3,Rainy,32,49,109,2,290,No,High
16-10-2025,East Zone,Urban,Car,1896,37,0.79,Rainy,24,80,81,3,63,Yes,Medium
17-10-2025,Central Zone,Highway,Truck,3825,30,0.97,Cloudy,29,80,190,4,107,Yes,High
18-10-2025,East Zone,Highway,Car,4392,72,0.32,Foggy,23,44,199,5,234,Yes,High
19-10-2025,West Zone,Highway,Car,2818,56,0.6,Foggy,38,67,170,0,43,No,Medium
20-10-2025,Central Zone,Urban,Car,4663,45,0.35,Foggy,36,52,72,0,241,No,High
21-10-2025,Central Zone,Rural,Truck,4961,45,0.55,Foggy,24,45,120,0,107,No,High
22-10-2025,Central Zone,Urban,Truck,896,78,0.62,Cloudy,40,63,169,2,231,Yes,Low
23-10-2025,East Zone,Urban,Car,1993,55,0.57,Sunny,23,73,173,5,237,No,Medium
24-10-2025,Central Zone,Rural,Bike,988,25,0.83,Rainy,24,44,185,3,207,No,High
25-10-2025,Central Zone,Urban,Truck,4735,80,0.64,Sunny,35,44,116,1,78,Yes,High
26-10-2025,North Zone,Urban,Car,1630,48,0.71,Foggy,20,52,163,0,172,No,Low
27-10-2025,North Zone,Urban,Truck,3407,34,0.6,Cloudy,30,46,139,5,114,No,Medium
28-10-2025,West Zone,Rural,Bike,2071,50,0.78,Cloudy,37,51,58,3,284,Yes,Medium
29-10-2025,East Zone,Rural,Car,1356,64,0.83,Foggy,32,53,65,0,180,No,Low
30-10-2025,West Zone,Urban,Car,1785,59,0.31,Foggy,34,51,140,4,280,No,Low
31-10-2025,Central Zone,Urban,Car,3926,31,0.55,Rainy,36,67,83,0,182,Yes,High
01-11-2025,West Zone,Urban,Truck,2860,39,0.74,Rainy,40,85,159,0,190,No,Medium
02-11-2025,North Zone,Highway,Bus,4027,34,0.92,Cloudy,30,44,88,5,53,No,High
03-11-2025,West Zone,Rural,Truck,3217,38,0.33,Rainy,34,59,182,4,46,Yes,Medium
04-11-2025,Central Zone,Highway,Bus,2897,57,0.73,Sunny,29,61,99,2,152,Yes,Medium
05-11-2025,Central Zone,Rural,Bus,1593,58,0.88,Cloudy,21,52,183,1,98,No,Low
06-11-2025,East Zone,Rural,Bus,941,49,0.44,Rainy,23,90,92,2,196,No,Low
07-11-2025,North Zone,Rural,Car,4231,27,0.86,Sunny,30,76,136,2,97,Yes,High
08-11-2025,Central Zone,Urban,Bike,3746,35,0.59,Sunny,33,87,72,5,244,No,High
09-11-2025,East Zone,Rural,Car,2160,37,0.67,Rainy,40,47,83,0,215,Yes,Medium
10-11-2025,East Zone,Rural,Bike,4931,24,0.53,Sunny,24,65,64,5,273,Yes,High
11-11-2025,East Zone,Rural,Truck,4667,76,0.66,Rainy,25,41,189,4,144,No,High
12-11-2025,North Zone,Urban,Bus,3686,55,0.64,Sunny,28,42,137,4,251,No,High
13-11-2025,North Zone,Urban,Truck,972,74,0.78,Foggy,36,55,181,5,87,Yes,Low
14-11-2025,Central Zone,Rural,Car,3026,65,0.61,Cloudy,32,63,159,4,44,Yes,Medium
15-11-2025,East Zone,Urban,Bike,4790,21,0.8,Rainy,33,44,180,0,189,Yes,High
16-11-2025,East Zone,Highway,Truck,2244,65,0.88,Cloudy,29,90,112,4,67,Yes,Medium
17-11-2025,West Zone,Rural,Bike,3444,46,0.33,Sunny,31,84,67,5,240,No,Medium
18-11-2025,South Zone,Highway,Bike,2760,63,0.56,Foggy,22,47,109,5,261,Yes,Medium
19-11-2025,South Zone,Urban,Car,3594,60,0.35,Rainy,28,86,57,4,212,Yes,High
20-11-2025,Central Zone,Highway,Bus,3831,53,0.38,Sunny,40,89,133,3,204,No,High
21-11-2025,West Zone,Urban,Car,4393,55,0.52,Foggy,39,70,111,4,86,Yes,High
22-11-2025,East Zone,Urban,Truck,4157,25,0.81,Cloudy,36,69,198,4,148,Yes,High
23-11-2025,Central Zone,Rural,Truck,2521,56,0.92,Cloudy,37,44,95,3,87,Yes,Medium
24-11-2025,East Zone,Highway,Bus,2115,76,0.96,Sunny,25,90,100,4,125,Yes,Medium
25-11-2025,North Zone,Rural,Truck,1798,44,0.97,Sunny,29,83,101,3,298,Yes,Low
26-11-2025,North Zone,Highway,Bike,3243,58,0.64,Cloudy,30,62,84,3,132,Yes,Medium
27-11-2025,North Zone,Rural,Bus,3283,63,0.78,Sunny,29,63,89,3,39,Yes,Medium
28-11-2025,Central Zone,Rural,Truck,2208,34,0.49,Rainy,34,65,87,0,217,Yes,Medium
29-11-2025,South Zone,Highway,Truck,3943,25,0.84,Foggy,30,41,104,0,276,No,High
30-11-2025,West Zone,Urban,Truck,4015,58,0.63,Sunny,28,54,66,4,59,No,High
01-12-2025,East Zone,Urban,Car,2817,29,0.34,Foggy,40,87,159,1,198,Yes,High
02-12-2025,North Zone,Highway,Truck,2747,54,0.49,Foggy,23,74,95,3,38,Yes,Medium
03-12-2025,North Zone,Urban,Truck,4362,20,0.68,Rainy,33,76,97,5,62,Yes,High
04-12-2025,East Zone,Rural,Bus,1288,24,0.49,Cloudy,38,43,145,5,276,No,High
05-12-2025,North Zone,Highway,Bike,1025,41,0.7,Rainy,20,63,146,2,35,Yes,Low
06-12-2025,West Zone,Rural,Bike,4051,45,0.97,Cloudy,26,89,97,1,293,Yes,High
07-12-2025,North Zone,Rural,Bike,1113,68,0.56,Sunny,35,75,149,0,130,Yes,Low
08-12-2025,North Zone,Rural,Car,3168,66,0.76,Sunny,23,55,188,4,31,No,Medium
09-12-2025,North Zone,Urban,Car,1538,29,0.85,Cloudy,39,74,157,1,54,Yes,High
10-12-2025,West Zone,Rural,Bus,3714,55,0.83,Sunny,24,44,101,0,169,Yes,High
11-12-2025,South Zone,Urban,Car,1737,32,0.74,Cloudy,37,44,102,0,182,Yes,Low
12-12-2025,West Zone,Urban,Car,1592,73,0.61,Sunny,32,42,87,4,267,Yes,Low
13-12-2025,South Zone,Urban,Car,1438,20,0.61,Foggy,38,53,149,1,87,No,High
14-12-2025,North Zone,Urban,Bus,1530,58,0.31,Sunny,31,55,119,3,249,No,Low
15-12-2025,North Zone,Urban,Truck,4368,69,0.9,Rainy,29,55,182,5,245,Yes,High
16-12-2025,North Zone,Rural,Car,2767,53,0.7,Cloudy,22,73,56,5,271,Yes,Medium
17-12-2025,North Zone,Urban,Car,2882,75,0.97,Foggy,20,72,193,2,143,No,Medium
18-12-2025,South Zone,Highway,Bus,1088,50,0.75,Sunny,26,83,186,0,43,No,Low
19-12-2025,Central Zone,Rural,Bus,3812,26,0.66,Foggy,32,48,69,2,118,No,High
20-12-2025,North Zone,Urban,Car,1349,29,0.71,Foggy,30,70,71,0,152,No,High
21-12-2025,West Zone,Urban,Bike,2945,70,0.53,Foggy,30,83,100,2,30,No,Medium
22-12-2025,East Zone,Rural,Bus,1420,56,0.8,Cloudy,24,84,68,2,53,Yes,Low
23-12-2025,East Zone,Urban,Bus,1283,29,0.56,Rainy,39,49,68,4,60,Yes,High
24-12-2025,Central Zone,Urban,Bike,1570,48,0.88,Cloudy,40,52,88,5,162,Yes,Low
25-12-2025,South Zone,Rural,Bus,2408,74,0.83,Foggy,31,65,162,5,249,No,Medium
26-12-2025,East Zone,Urban,Bus,4856,40,0.98,Cloudy,22,67,75,1,197,No,High
27-12-2025,Central Zone,Highway,Bike,4902,76,0.77,Foggy,20,73,71,3,139,Yes,High
28-12-2025,South Zone,Rural,Car,2005,55,0.65,Foggy,20,51,136,4,146,No,Medium
29-12-2025,North Zone,Highway,Car,1300,46,0.84,Cloudy,30,69,157,1,249,No,Low
30-12-2025,South Zone,Urban,Bus,3439,44,0.54,Rainy,26,74,170,2,264,No,Medium
31-12-2025,Central Zone,Highway,Bus,4796,60,0.49,Foggy,23,84,79,3,254,No,High
01-01-2025,East Zone,Urban,Bus,4017,54,0.43,Sunny,40,74,93,5,296,No,High
02-01-2025,North Zone,Urban,Car,4027,46,0.72,Foggy,24,77,186,0,47,No,High
03-01-2025,South Zone,Highway,Bus,2867,38,0.57,Rainy,39,75,118,1,37,No,Medium
04-01-2025,Central Zone,Rural,Truck,1469,69,0.8,Cloudy,24,74,113,3,219,Yes,Low
05-01-2025,Central Zone,Rural,Truck,2971,54,0.9,Foggy,21,66,57,4,37,Yes,Medium
06-01-2025,South Zone,Highway,Bike,809,62,0.83,Foggy,22,67,88,0,80,No,Low
07-01-2025,North Zone,Urban,Truck,4006,61,0.48,Cloudy,29,90,186,3,151,No,High
08-01-2025,Central Zone,Highway,Bike,3801,43,0.56,Rainy,36,68,117,2,48,No,High
09-01-2025,West Zone,Urban,Bike,837,80,0.9,Cloudy,37,75,95,1,257,No,Low
10-01-2025,West Zone,Rural,Truck,3038,50,0.88,Rainy,26,76,169,5,75,No,Medium
11-01-2025,South Zone,Urban,Truck,1873,58,0.93,Sunny,25,78,77,2,121,No,Medium
12-01-2025,Central Zone,Urban,Bus,1335,78,0.84,Cloudy,38,56,187,3,49,No,Low
13-01-2025,North Zone,Urban,Bus,2919,55,0.58,Rainy,26,69,77,3,136,Yes,Medium
14-01-2025,West Zone,Urban,Truck,3716,71,0.7,Cloudy,23,49,82,3,292,Yes,High
15-01-2025,North Zone,Highway,Truck,4294,64,0.47,Foggy,23,88,195,2,296,Yes,High
16-01-2025,North Zone,Rural,Bus,1907,25,0.89,Cloudy,34,84,90,2,299,Yes,High
17-01-2025,East Zone,Urban,Truck,2770,21,0.71,Foggy,40,78,190,3,107,Yes,High
18-01-2025,North Zone,Highway,Car,1151,27,0.48,Cloudy,37,75,177,5,121,No,High
19-01-2025,West Zone,Urban,Car,4476,52,0.86,Cloudy,31,59,147,1,236,No,High
20-01-2025,Central Zone,Highway,Truck,4149,26,0.63,Cloudy,24,59,82,0,155,Yes,High
21-01-2025,East Zone,Highway,Car,3813,69,0.51,Cloudy,26,85,150,3,218,Yes,High
22-01-2025,West Zone,Urban,Bike,4444,64,0.6,Foggy,39,82,159,0,91,No,High
23-01-2025,North Zone,Highway,Bike,4514,79,0.58,Sunny,38,72,161,4,33,Yes,High
24-01-2025,Central Zone,Urban,Truck,2116,29,0.83,Rainy,24,52,119,5,145,No,High
25-01-2025,South Zone,Rural,Car,1103,28,0.35,Cloudy,35,63,161,0,146,No,High
26-01-2025,West Zone,Rural,Car,3061,76,0.7,Rainy,28,44,53,2,141,No,Medium
27-01-2025,South Zone,Urban,Bus,3336,70,0.34,Cloudy,36,85,90,0,286,No,Medium
28-01-2025,East Zone,Urban,Truck,2840,43,0.75,Sunny,33,74,184,1,290,No,Medium
29-01-2025,North Zone,Urban,Bike,4179,26,0.92,Foggy,23,70,59,1,205,No,High
30-01-2025,East Zone,Rural,Truck,4279,22,0.41,Sunny,22,77,155,3,91,No,High
31-01-2025,North Zone,Highway,Bus,2144,80,0.69,Rainy,31,83,144,0,213,Yes,Medium
01-02-2025,South Zone,Highway,Truck,4837,23,0.47,Rainy,27,53,96,0,289,Yes,High
02-02-2025,Central Zone,Highway,Truck,2291,37,0.49,Rainy,25,87,127,5,239,Yes,Medium
03-02-2025,South Zone,Rural,Bus,2221,50,0.72,Sunny,25,62,59,5,154,Yes,Medium
04-02-2025,South Zone,Rural,Car,1589,80,0.35,Cloudy,38,82,129,4,137,Yes,Low
05-02-2025,Central Zone,Urban,Car,3228,33,0.33,Sunny,38,77,134,2,166,No,Medium
06-02-2025,West Zone,Urban,Bus,2519,34,0.38,Foggy,30,81,169,2,196,Yes,Medium
07-02-2025,Central Zone,Highway,Car,4351,40,0.53,Foggy,32,64,63,3,198,No,High
08-02-2025,South Zone,Urban,Truck,4353,29,1,Sunny,38,69,142,5,47,Yes,High
09-02-2025,East Zone,Rural,Bus,1112,33,0.92,Rainy,24,81,120,3,271,Yes,Low
10-02-2025,West Zone,Highway,Truck,4692,71,0.48,Foggy,33,47,126,3,282,Yes,High
11-02-2025,North Zone,Urban,Bus,1290,46,0.6,Foggy,28,67,155,5,107,No,Low
12-02-2025,South Zone,Rural,Car,1629,39,0.53,Rainy,35,62,200,4,167,No,Low
13-02-2025,South Zone,Rural,Car,2505,47,0.87,Rainy,38,87,138,5,203,No,Medium
14-02-2025,West Zone,Urban,Bike,4296,68,0.59,Cloudy,28,41,190,5,262,Yes,High
15-02-2025,South Zone,Highway,Bike,1330,46,0.62,Foggy,30,56,133,5,175,No,Low
16-02-2025,West Zone,Urban,Truck,3958,27,0.54,Foggy,27,88,150,1,287,Yes,High
17-02-2025,East Zone,Highway,Car,4737,68,0.89,Foggy,24,58,95,2,159,No,High
18-02-2025,East Zone,Rural,Bus,1342,73,0.52,Rainy,35,72,91,0,244,No,Low
19-02-2025,West Zone,Highway,Car,3771,73,0.36,Rainy,31,88,77,1,191,Yes,High
20-02-2025,West Zone,Urban,Car,1032,48,0.9,Foggy,33,66,137,3,35,Yes,Low
21-02-2025,Central Zone,Rural,Bus,3137,67,0.4,Sunny,31,86,145,3,246,No,Medium
22-02-2025,North Zone,Rural,Bus,3291,66,0.8,Foggy,35,85,79,4,42,No,Medium
23-02-2025,South Zone,Rural,Bus,4966,59,0.4,Rainy,29,78,73,5,51,Yes,High
24-02-2025,South Zone,Rural,Truck,2480,36,0.66,Sunny,35,49,187,3,203,Yes,Medium
25-02-2025,North Zone,Highway,Truck,3188,46,0.36,Sunny,32,56,175,3,121,Yes,Medium
26-02-2025,East Zone,Rural,Bus,813,39,1,Cloudy,26,65,66,0,126,Yes,Low
27-02-2025,North Zone,Urban,Truck,4866,67,0.35,Cloudy,30,84,110,3,222,No,High
28-02-2025,West Zone,Rural,Bike,3705,37,0.56,Sunny,32,72,123,2,134,No,High
01-03-2025,Central Zone,Rural,Car,3555,68,0.4,Sunny,31,86,186,0,103,No,High
02-03-2025,Central Zone,Highway,Bus,1645,51,0.35,Cloudy,28,89,141,3,261,Yes,Low
03-03-2025,North Zone,Urban,Car,928,67,0.38,Sunny,40,79,130,4,137,No,Low
04-03-2025,East Zone,Urban,Car,2278,26,0.76,Rainy,27,76,111,5,134,Yes,High
05-03-2025,Central Zone,Urban,Bus,1665,52,0.58,Sunny,22,56,175,1,282,No,Low
06-03-2025,North Zone,Urban,Bus,3022,69,0.79,Cloudy,29,87,166,3,154,Yes,Medium
07-03-2025,South Zone,Rural,Bike,4005,37,0.4,Foggy,38,70,141,5,293,Yes,High
08-03-2025,East Zone,Urban,Car,889,47,0.49,Foggy,39,51,160,2,54,No,Low
09-03-2025,Central Zone,Highway,Truck,1087,29,0.31,Cloudy,35,49,184,2,178,Yes,High
10-03-2025,South Zone,Urban,Bike,2569,51,0.53,Foggy,26,67,76,3,42,Yes,Medium
11-03-2025,East Zone,Highway,Car,1269,20,0.61,Foggy,24,47,75,3,97,Yes,High
12-03-2025,South Zone,Urban,Bus,2884,35,0.89,Foggy,20,76,131,2,192,No,Medium
13-03-2025,Central Zone,Rural,Bus,3293,34,0.86,Cloudy,24,82,191,3,231,Yes,Medium
14-03-2025,South Zone,Highway,Truck,4586,40,0.63,Rainy,33,85,103,1,36,No,High
15-03-2025,East Zone,Urban,Car,922,41,0.48,Foggy,21,47,100,5,291,Yes,Low
16-03-2025,North Zone,Highway,Bike,4009,56,0.34,Rainy,37,48,144,2,252,No,High
17-03-2025,West Zone,Highway,Truck,2283,27,0.89,Cloudy,21,83,103,5,244,No,High
18-03-2025,North Zone,Rural,Car,4441,36,0.73,Sunny,22,47,190,1,205,Yes,High
19-03-2025,Central Zone,Urban,Truck,962,33,0.79,Sunny,39,82,120,1,129,Yes,Low
20-03-2025,West Zone,Rural,Car,2485,62,0.76,Rainy,28,63,78,2,178,Yes,Medium
21-03-2025,East Zone,Rural,Truck,3071,36,0.35,Cloudy,23,70,60,4,94,No,Medium
22-03-2025,South Zone,Rural,Bus,3589,34,0.72,Rainy,30,62,135,5,253,Yes,High
23-03-2025,West Zone,Highway,Bus,2418,76,0.61,Rainy,27,45,79,1,38,No,Medium
24-03-2025,South Zone,Rural,Bike,4611,57,0.53,Cloudy,21,43,153,1,120,No,High
25-03-2025,Central Zone,Rural,Bus,3027,66,0.32,Rainy,27,82,125,3,181,No,Medium
26-03-2025,West Zone,Rural,Bus,3228,63,0.9,Sunny,35,53,159,0,101,No,Medium
27-03-2025,North Zone,Highway,Bus,2205,49,0.8,Cloudy,34,50,130,0,71,Yes,Medium
28-03-2025,West Zone,Urban,Truck,4927,36,0.72,Cloudy,25,83,82,0,250,No,High
29-03-2025,East Zone,Urban,Car,2674,47,0.42,Foggy,30,69,98,2,257,No,Medium
30-03-2025,West Zone,Urban,Bike,2389,22,0.59,Foggy,33,87,102,3,152,No,High
31-03-2025,South Zone,Rural,Bus,3238,75,0.86,Rainy,21,89,136,4,288,No,Medium
01-04-2025,Central Zone,Rural,Bus,4146,34,1,Sunny,33,45,73,0,195,No,High
02-04-2025,South Zone,Highway,Bike,3176,64,0.74,Rainy,26,59,141,1,131,No,Medium
03-04-2025,North Zone,Highway,Bus,1529,40,0.69,Rainy,31,57,155,5,102,No,Low
04-04-2025,East Zone,Rural,Bike,4373,30,0.52,Rainy,20,66,52,5,156,Yes,High
05-04-2025,Central Zone,Rural,Bike,2264,20,0.9,Rainy,28,65,99,2,163,No,High
06-04-2025,West Zone,Highway,Truck,1793,33,0.88,Cloudy,34,58,90,4,276,Yes,Low
07-04-2025,East Zone,Rural,Bike,4210,55,0.89,Foggy,31,75,169,2,116,No,High
08-04-2025,East Zone,Urban,Truck,2452,28,0.9,Cloudy,23,60,200,1,234,Yes,High
09-04-2025,South Zone,Urban,Bus,2912,34,0.7,Foggy,25,51,65,5,231,Yes,Medium
10-04-2025,South Zone,Highway,Truck,1526,51,0.82,Rainy,27,90,135,4,218,No,Low
11-04-2025,West Zone,Highway,Car,4684,60,0.77,Foggy,26,90,187,2,82,Yes,High
12-04-2025,South Zone,Urban,Bus,3013,39,0.38,Sunny,26,80,105,1,195,Yes,Medium
13-04-2025,West Zone,Urban,Truck,2073,33,0.6,Cloudy,32,65,200,5,292,Yes,Medium
14-04-2025,North Zone,Highway,Car,2795,66,0.84,Foggy,26,43,67,0,177,Yes,Medium
15-04-2025,East Zone,Highway,Truck,1898,25,0.71,Rainy,23,48,132,5,95,Yes,High
16-04-2025,West Zone,Highway,Bike,3738,37,0.75,Sunny,35,52,176,1,63,No,High
17-04-2025,Central Zone,Highway,Car,2699,68,0.67,Cloudy,28,63,78,3,151,No,Medium
18-04-2025,West Zone,Urban,Bike,2210,73,0.31,Sunny,29,57,142,4,137,No,Medium
19-04-2025,South Zone,Urban,Car,1900,76,0.97,Rainy,22,55,164,2,39,Yes,Medium
20-04-2025,East Zone,Highway,Truck,1665,54,0.43,Rainy,37,51,183,5,235,No,Low
21-04-2025,Central Zone,Highway,Bike,1662,74,0.81,Rainy,24,54,93,0,90,Yes,Low
22-04-2025,East Zone,Rural,Bike,3225,67,0.97,Sunny,21,86,108,3,235,Yes,Medium
23-04-2025,Central Zone,Highway,Bus,1105,73,0.72,Foggy,20,78,84,0,274,No,Low
24-04-2025,Central Zone,Rural,Bike,1237,65,0.64,Rainy,25,44,191,3,116,Yes,Low
25-04-2025,West Zone,Highway,Bus,2219,58,0.37,Sunny,35,83,111,5,131,No,Medium
26-04-2025,Central Zone,Urban,Truck,3077,21,0.38,Cloudy,40,70,154,1,231,No,High
27-04-2025,South Zone,Rural,Car,4477,25,0.36,Cloudy,20,88,191,2,281,Yes,High
28-04-2025,South Zone,Rural,Car,1275,49,0.88,Foggy,33,75,200,1,169,Yes,Low
29-04-2025,East Zone,Highway,Car,1058,70,0.63,Sunny,26,69,171,5,149,Yes,Low
30-04-2025,East Zone,Urban,Bus,1726,72,0.45,Foggy,31,44,128,1,283,Yes,Low
01-05-2025,East Zone,Rural,Car,3364,38,0.46,Sunny,27,90,193,0,107,No,Medium
02-05-2025,North Zone,Urban,Truck,3846,78,0.94,Foggy,40,59,125,5,165,No,High
03-05-2025,North Zone,Rural,Bike,3520,39,0.79,Rainy,37,47,172,5,201,No,High
04-05-2025,East Zone,Rural,Car,4489,69,0.94,Sunny,29,49,106,4,218,No,High
05-05-2025,North Zone,Rural,Car,1205,32,0.58,Foggy,28,70,80,4,247,Yes,Low
06-05-2025,West Zone,Highway,Car,3599,23,0.41,Foggy,29,76,174,1,182,No,High
07-05-2025,South Zone,Highway,Bus,2922,31,0.48,Cloudy,35,70,88,3,278,Yes,Medium
08-05-2025,West Zone,Highway,Bike,2957,70,0.74,Cloudy,23,41,66,2,243,No,Medium
09-05-2025,North Zone,Highway,Bike,1062,37,0.85,Cloudy,24,50,188,5,265,Yes,Low
10-05-2025,South Zone,Urban,Bus,3710,40,0.79,Sunny,28,41,52,1,122,Yes,High
11-05-2025,East Zone,Highway,Bike,2046,45,0.97,Sunny,27,85,169,1,100,No,Medium
12-05-2025,South Zone,Urban,Bus,1522,35,0.98,Sunny,26,41,79,0,156,No,Low
13-05-2025,North Zone,Urban,Truck,1144,28,0.51,Sunny,31,48,151,0,54,No,High
14-05-2025,North Zone,Rural,Bus,4049,40,0.54,Sunny,36,85,86,2,118,No,High
15-05-2025,West Zone,Rural,Truck,1314,70,0.62,Rainy,31,61,150,0,259,Yes,Low
16-05-2025,Central Zone,Urban,Bike,1278,38,0.61,Rainy,27,42,122,5,120,No,Low
17-05-2025,North Zone,Rural,Car,4880,28,0.84,Rainy,25,63,126,3,267,Yes,High
18-05-2025,West Zone,Highway,Truck,1594,51,0.81,Cloudy,21,59,178,2,222,Yes,Low
19-05-2025,Central Zone,Highway,Bike,2198,36,0.93,Rainy,23,77,150,0,250,No,Medium
20-05-2025,South Zone,Highway,Bus,1901,48,0.51,Foggy,30,68,114,2,140,Yes,Medium
21-05-2025,West Zone,Rural,Bike,2396,48,0.92,Rainy,30,66,122,2,180,No,Medium
22-05-2025,South Zone,Rural,Bus,3022,57,0.45,Foggy,26,87,192,2,180,No,Medium
23-05-2025,Central Zone,Rural,Bus,2542,44,0.31,Cloudy,34,67,55,3,53,Yes,Medium
24-05-2025,East Zone,Rural,Bike,2214,32,0.41,Foggy,21,75,162,4,236,Yes,Medium
25-05-2025,West Zone,Urban,Car,2213,71,0.34,Sunny,20,68,123,3,35,Yes,Medium
26-05-2025,North Zone,Urban,Truck,960,40,0.9,Foggy,37,55,147,0,92,No,Low
27-05-2025,North Zone,Urban,Bike,2345,41,0.74,Sunny,20,82,175,4,196,Yes,Medium
28-05-2025,Central Zone,Rural,Car,3228,70,0.81,Foggy,36,44,71,2,258,No,Medium
29-05-2025,West Zone,Rural,Bus,4644,35,0.77,Foggy,25,65,84,2,140,Yes,High
30-05-2025,South Zone,Rural,Bike,1070,27,0.81,Cloudy,38,79,85,1,75,Yes,High
31-05-2025,West Zone,Highway,Car,4947,65,0.6,Foggy,27,64,57,1,47,No,High
01-06-2025,West Zone,Highway,Bus,2219,43,0.4,Sunny,33,50,119,0,102,No,Medium
02-06-2025,Central Zone,Rural,Truck,4512,54,0.71,Foggy,27,57,162,5,288,Yes,High
03-06-2025,West Zone,Rural,Truck,906,29,0.83,Foggy,26,50,117,4,194,Yes,High
04-06-2025,South Zone,Urban,Car,4284,20,0.45,Sunny,40,43,134,5,54,Yes,High
05-06-2025,South Zone,Highway,Bus,4304,70,0.73,Rainy,20,88,142,1,258,No,High
06-06-2025,North Zone,Urban,Truck,2815,68,0.72,Foggy,25,42,75,4,124,No,Medium
07-06-2025,Central Zone,Urban,Bus,1144,46,0.5,Sunny,24,90,200,1,31,Yes,Low
08-06-2025,South Zone,Urban,Bus,1801,32,0.37,Cloudy,40,57,110,0,290,Yes,Medium
09-06-2025,East Zone,Rural,Truck,3618,73,0.81,Cloudy,32,90,186,5,154,No,High
10-06-2025,South Zone,Highway,Truck,3432,68,0.32,Cloudy,33,56,108,2,194,No,Medium
11-06-2025,North Zone,Urban,Bus,2634,46,0.86,Foggy,25,42,144,4,204,Yes,Medium
12-06-2025,North Zone,Highway,Car,1595,60,0.88,Sunny,21,80,195,3,289,No,Low
13-06-2025,South Zone,Urban,Car,1710,48,0.79,Sunny,22,41,136,3,284,No,Low
14-06-2025,Central Zone,Urban,Bike,4257,23,0.67,Sunny,36,79,150,4,297,Yes,High
15-06-2025,South Zone,Rural,Bus,2152,24,0.53,Foggy,40,83,149,5,191,No,High
16-06-2025,West Zone,Urban,Truck,2139,54,0.86,Cloudy,28,84,54,1,260,No,Medium
17-06-2025,South Zone,Urban,Car,2147,78,0.59,Sunny,23,82,75,2,128,Yes,Medium
18-06-2025,Central Zone,Rural,Car,3945,47,0.84,Rainy,35,71,193,0,133,No,High
19-06-2025,East Zone,Rural,Bike,3755,21,0.88,Cloudy,40,42,52,1,269,Yes,High
20-06-2025,West Zone,Urban,Car,2353,68,0.45,Foggy,37,65,146,1,237,No,Medium
21-06-2025,South Zone,Urban,Truck,3373,50,0.46,Cloudy,21,85,164,0,264,Yes,Medium
22-06-2025,East Zone,Highway,Bus,1216,58,0.96,Rainy,24,78,166,0,113,Yes,Low
23-06-2025,North Zone,Highway,Bike,2664,27,0.41,Rainy,29,61,92,3,142,Yes,High
24-06-2025,West Zone,Rural,Car,1856,47,0.67,Cloudy,34,72,183,3,164,No,Medium
25-06-2025,Central Zone,Urban,Car,1132,70,0.67,Cloudy,26,73,129,1,83,No,Low
26-06-2025,North Zone,Rural,Bike,2568,36,0.87,Sunny,25,57,120,0,254,Yes,Medium
27-06-2025,North Zone,Urban,Bus,2548,58,0.65,Sunny,33,46,184,3,132,Yes,Medium
28-06-2025,South Zone,Highway,Car,2518,34,0.88,Cloudy,37,44,124,3,43,Yes,Medium
29-06-2025,East Zone,Urban,Car,3297,60,0.87,Rainy,20,68,70,5,248,No,Medium
30-06-2025,North Zone,Urban,Bus,1178,36,0.83,Foggy,22,81,141,1,215,No,Low
01-07-2025,East Zone,Highway,Car,3715,58,0.95,Cloudy,33,64,152,3,276,No,High
02-07-2025,South Zone,Rural,Car,1496,51,0.32,Foggy,36,71,110,1,30,No,Low
03-07-2025,West Zone,Rural,Bike,4465,66,0.88,Rainy,22,59,185,2,197,Yes,High
04-07-2025,South Zone,Highway,Bus,4031,36,0.95,Sunny,21,40,63,5,124,No,High
05-07-2025,North Zone,Rural,Bike,4669,40,0.84,Cloudy,35,60,114,0,298,No,High
06-07-2025,East Zone,Highway,Truck,3637,56,0.68,Cloudy,24,86,155,4,162,Yes,High
